,n,male,female,unknown,date
5608,682.0,0.0,682.0,0.0,2020/06/18
5612,9702.0,93.0,850.0,8759.0,08/18/2015
5615,3.0,3.0,0.0,0.0,10/15/2015
5617,59.0,59.0,0.0,0.0,2017/09/06
5618,367.0,120.0,247.0,0.0,2020/07/17
5623,99.0,40.0,59.0,0.0,2021/08/27
5626,53.0,0.0,53.0,0.0,06/22/2016
5627,4.0,0.0,1.0,3.0,09/10/2014
5629,32.0,17.0,15.0,0.0,2018/10/11
5632,50963.0,9.0,4.0,50950.0,2021/01/28
5633,8.0,4.0,4.0,0.0,2018/01/30
5634,7072.0,748.0,792.0,5532.0,09/03/2013
5636,10.0,2.0,0.0,8.0,2018/12/10
5639,4.0,1.0,0.0,3.0,02/08/2017
5640,575.0,4.0,338.0,233.0,2020/09/18
5643,4600.0,0.0,4600.0,0.0,2019/05/07
5652,24.0,7.0,6.0,11.0,03/24/2015
5660,19.0,11.0,8.0,0.0,2021/08/26
5661,350.0,265.0,84.0,1.0,2021/07/08
5663,2928.0,556.0,2372.0,0.0,07/21/2009
5664,24.0,3.0,3.0,18.0,2018/11/26
5668,752.0,201.0,551.0,0.0,2018/06/14
5669,45.0,9.0,6.0,30.0,2017/09/25
5672,259.0,21.0,23.0,215.0,2020/01/10
5674,299.0,134.0,165.0,0.0,2019/06/14
5677,3557.0,1848.0,1709.0,0.0,01/16/2015
5678,3.0,1.0,0.0,2.0,2018/07/23
5680,57.0,44.0,7.0,6.0,06/01/2015
5682,9705.0,1691.0,1055.0,6959.0,05/16/2017
5683,6443.0,2943.0,3500.0,0.0,04/29/2016
5687,4.0,2.0,2.0,0.0,10/05/2015
5688,58.0,42.0,8.0,8.0,2021/09/13
5690,1641.0,577.0,1063.0,1.0,2020/06/18
5691,3928.0,532.0,834.0,2562.0,02/13/2015
5693,10.0,2.0,2.0,6.0,2019/04/09
5694,13528.0,6119.0,7409.0,0.0,2020/06/18
5695,214.0,3.0,211.0,0.0,2018/09/20
5697,1549.0,922.0,627.0,0.0,2021/05/13
5700,8725.0,990.0,710.0,7025.0,2018/05/18
5703,3142.0,782.0,804.0,1556.0,2018/07/25
5706,1914.0,0.0,1914.0,0.0,01/26/2015
5709,10.0,6.0,4.0,0.0,2021/06/03
5711,768.0,612.0,84.0,72.0,2019/03/11
5712,250.0,112.0,138.0,0.0,09/03/2014
5714,6371.0,3202.0,2867.0,302.0,2020/07/29
5718,294.0,40.0,66.0,188.0,2021/03/30
5721,117.0,0.0,117.0,0.0,2021/05/21
5722,6443.0,2943.0,3500.0,0.0,04/29/2016
5724,4011.0,774.0,656.0,2581.0,03/24/2015
5726,80.0,7.0,56.0,17.0,09/30/2016
5728,578.0,184.0,102.0,292.0,2020/01/02
5733,761.0,761.0,0.0,0.0,10/21/2015
5738,11215.0,0.0,11215.0,0.0,2021/05/25
5741,900.0,312.0,588.0,0.0,03/29/2017
5742,2095.0,1240.0,855.0,0.0,2019/09/16
5743,1549.0,17.0,12.0,1520.0,2019/10/23
5747,13530.0,6120.0,7410.0,0.0,2020/06/18
5750,11881.0,6.0,6516.0,5359.0,2020/06/18
5751,6443.0,2943.0,3500.0,0.0,04/29/2016
5756,5248.0,6.0,7.0,5235.0,2020/06/18
5759,799267.0,1505.0,990.0,796772.0,05/16/2017
5760,186.0,156.0,30.0,0.0,2018/03/20
5761,153.0,34.0,119.0,0.0,2020/06/25
5762,24.0,9.0,9.0,6.0,2017/11/30
5764,367.0,37.0,34.0,296.0,2021/05/24
5765,1602.0,843.0,758.0,1.0,2021/08/19
5767,51.0,22.0,29.0,0.0,06/04/2013
5768,3.0,2.0,1.0,0.0,02/02/2016
5769,2579.0,1764.0,815.0,0.0,2020/01/07
5770,8.0,6.0,2.0,0.0,11/07/2014
5772,9201.0,5431.0,3770.0,0.0,2020/04/24
5774,14707.0,6704.0,8003.0,0.0,2020/06/18
5776,8075.0,448.0,7441.0,186.0,2019/11/25
5777,582.0,284.0,298.0,0.0,2020/06/18
5780,3.0,0.0,1.0,2.0,05/08/2017
5784,40.0,15.0,25.0,0.0,2019/02/21
5786,1000.0,518.0,482.0,0.0,2019/11/15
5789,677.0,0.0,677.0,0.0,2020/12/09
5793,17.0,0.0,8.0,9.0,2017/09/06
5794,5795.0,709.0,3890.0,1196.0,2018/04/04
5795,6.0,2.0,4.0,0.0,09/01/2015
5799,94.0,40.0,54.0,0.0,06/14/2010
5800,19.0,7.0,0.0,12.0,2019/06/14
5802,16.0,13.0,3.0,0.0,2020/10/21
5803,813.0,169.0,92.0,552.0,2019/08/07
5805,612.0,31.0,11.0,570.0,2017/09/05
5806,12108.0,6.0,6662.0,5440.0,2020/06/18
5807,6443.0,2943.0,3500.0,0.0,04/29/2016
5812,1111.0,559.0,552.0,0.0,2021/05/07
5813,4917.0,1983.0,1988.0,946.0,2021/10/04
5815,6443.0,2943.0,3500.0,0.0,04/29/2016
5817,595.0,234.0,361.0,0.0,02/21/2012
5818,1076.0,545.0,531.0,0.0,2021/10/06
5819,6443.0,2943.0,3500.0,0.0,04/29/2016
5822,73.0,29.0,44.0,0.0,2021/08/26
5823,121.0,114.0,7.0,0.0,2021/07/09
5825,23.0,9.0,1.0,13.0,2021/07/21
5827,529.0,194.0,335.0,0.0,01/22/2014
5831,20.0,0.0,20.0,0.0,2021/01/27
5832,858.0,421.0,437.0,0.0,07/01/2016
5833,715.0,285.0,425.0,5.0,2021/08/27
5834,697.0,379.0,316.0,2.0,2019/02/11
5837,8558.0,5.0,6.0,8547.0,2020/06/18
5840,4.0,2.0,2.0,0.0,10/24/2012
5842,1040.0,517.0,523.0,0.0,2021/01/08
5843,1076.0,698.0,378.0,0.0,2020/08/24
5846,17.0,0.0,8.0,9.0,2017/09/06
5849,4569.0,2119.0,2450.0,0.0,2020/12/21
5852,978.0,82.0,815.0,81.0,2020/03/04
5853,173.0,118.0,55.0,0.0,2021/05/20
5854,5063.0,8.0,2382.0,2673.0,12/01/2015
5856,348.0,181.0,167.0,0.0,2021/04/06
5857,88.0,51.0,37.0,0.0,2019/07/26
5858,60.0,8.0,7.0,45.0,2021/04/06
5859,8.0,6.0,2.0,0.0,2020/04/27
5861,800.0,0.0,800.0,0.0,06/01/2015
5863,13529.0,6119.0,7410.0,0.0,2020/06/18
5864,3381.0,1728.0,2.0,1651.0,2020/06/18
5866,40.0,25.0,15.0,0.0,2019/11/08
5871,310.0,101.0,0.0,209.0,2019/09/27
5872,324.0,134.0,190.0,0.0,2021/07/19
5873,4.0,4.0,0.0,0.0,2018/05/03
5875,46.0,18.0,28.0,0.0,06/25/2013
5878,191.0,67.0,124.0,0.0,05/14/2013
5879,4203.0,1816.0,2387.0,0.0,2020/09/18
5881,8.0,1.0,0.0,7.0,02/18/2016
5882,76.0,1.0,3.0,72.0,2019/06/24
5883,14.0,5.0,9.0,0.0,2017/10/04
5885,22.0,6.0,5.0,11.0,2019/06/13
5890,11.0,0.0,1.0,10.0,2017/11/07
5891,211.0,112.0,99.0,0.0,09/03/2010
5894,540.0,40.0,159.0,341.0,2017/12/20
5895,34.0,16.0,18.0,0.0,2018/09/19
5896,6443.0,2943.0,3500.0,0.0,04/29/2016
5897,2.0,0.0,1.0,1.0,2018/03/27
5898,21.0,12.0,9.0,0.0,2017/08/24
5900,2741.0,1688.0,1053.0,0.0,05/16/2017
5901,5.0,1.0,4.0,0.0,2019/01/30
5904,186.0,104.0,65.0,17.0,02/27/2017
5905,33.0,0.0,33.0,0.0,05/09/2016
5909,35.0,0.0,35.0,0.0,09/15/2016
5915,9511.0,0.0,9020.0,491.0,11/08/2013
5916,380.0,29.0,30.0,321.0,2018/10/15
5918,385.0,2.0,207.0,176.0,2019/10/07
5919,6443.0,2943.0,3500.0,0.0,04/29/2016
5921,26.0,19.0,7.0,0.0,2021/09/14
5922,99.0,62.0,31.0,6.0,2018/06/13
5926,172.0,81.0,91.0,0.0,2020/01/31
5927,105.0,15.0,13.0,77.0,08/26/2013
5930,342.0,85.0,257.0,0.0,2019/03/25
5935,40.0,24.0,6.0,10.0,04/22/2014
5936,80.0,23.0,57.0,0.0,2021/05/07
5938,764.0,482.0,282.0,0.0,06/10/2015
5940,1366.0,641.0,725.0,0.0,11/07/2014
5941,13.0,9.0,4.0,0.0,2021/01/28
5942,2230.0,1080.0,1150.0,0.0,06/09/2015
5944,9.0,4.0,3.0,2.0,2021/04/28
5945,2.0,0.0,1.0,1.0,01/26/2015
5947,87.0,45.0,42.0,0.0,03/23/2015
5948,1214.0,436.0,778.0,0.0,2018/11/05
5950,813.0,169.0,92.0,552.0,2019/08/07
5951,8005.0,4063.0,3942.0,0.0,08/20/2015
5953,625.0,262.0,363.0,0.0,2018/06/14
5954,4.0,0.0,4.0,0.0,2018/05/03
5956,304.0,130.0,174.0,0.0,2020/02/03
5960,6443.0,2943.0,3500.0,0.0,04/29/2016
5963,621.0,377.0,244.0,0.0,2021/04/07
5966,45.0,8.0,35.0,2.0,04/15/2014
5967,82.0,82.0,0.0,0.0,2019/05/15
5968,5557.0,6.0,8.0,5543.0,2020/06/18
5980,1968.0,684.0,1284.0,0.0,08/26/2015
5981,354.0,81.0,273.0,0.0,2019/11/27
5982,1812.0,925.0,887.0,0.0,2020/12/18
5984,2210.0,1271.0,939.0,0.0,2021/07/19
5985,1890.0,713.0,1144.0,33.0,2021/06/24
5987,2199.0,810.0,1389.0,0.0,2020/06/18
5988,107.0,63.0,44.0,0.0,2017/08/18
5992,5275.0,6.0,8.0,5261.0,2020/06/18
5995,209.0,72.0,137.0,0.0,2021/06/02
5998,41.0,30.0,11.0,0.0,2019/06/24
5999,321.0,234.0,87.0,0.0,2018/05/15
6001,42.0,12.0,9.0,21.0,2017/08/24
6004,5984.0,3713.0,2200.0,71.0,2021/08/24
6009,5.0,3.0,2.0,0.0,2019/04/09
6010,8.0,5.0,3.0,0.0,2021/02/11
6012,3735.0,850.0,2005.0,880.0,11/05/2014
6016,50.0,8.0,28.0,14.0,2020/02/27
6018,905.0,573.0,34.0,298.0,2020/01/07
6022,9958.0,96.0,947.0,8915.0,2018/06/22
6023,5.0,1.0,0.0,4.0,2021/07/21
6024,2353.0,1158.0,1195.0,0.0,2021/06/10
6025,61.0,46.0,15.0,0.0,2020/04/14
6029,900.0,55.0,44.0,801.0,2021/06/25
6031,20.0,0.0,20.0,0.0,09/10/2013
6032,563.0,486.0,77.0,0.0,02/23/2017
6034,156.0,6.0,7.0,143.0,2019/10/11
6035,13.0,13.0,0.0,0.0,08/27/2013
6037,30.0,5.0,9.0,16.0,2020/01/10
6039,9.0,4.0,5.0,0.0,2020/06/18
6040,48.0,23.0,25.0,0.0,2019/03/27
6042,78.0,11.0,18.0,49.0,2021/02/12
6045,20.0,10.0,0.0,10.0,2017/09/08
6046,3.0,1.0,2.0,0.0,12/10/2014
6047,6.0,3.0,3.0,0.0,11/21/2016
6048,436.0,436.0,0.0,0.0,2020/06/18
6050,797.0,233.0,543.0,21.0,2021/02/23
6052,953.0,6.0,7.0,940.0,2021/03/24
6054,6443.0,2943.0,3500.0,0.0,04/29/2016
6057,6443.0,2943.0,3500.0,0.0,04/29/2016
6059,18.0,9.0,9.0,0.0,2017/11/30
6060,41.0,24.0,17.0,0.0,2021/08/26
6061,5.0,1.0,4.0,0.0,07/28/2014
6062,373.0,115.0,258.0,0.0,04/29/2016
6064,961.0,94.0,8.0,859.0,2021/06/23
6066,2465.0,1574.0,891.0,0.0,2021/07/07
6069,4897.0,1684.0,1054.0,2159.0,05/16/2017
6070,1267.0,650.0,617.0,0.0,10/21/2013
6072,6443.0,2943.0,3500.0,0.0,04/29/2016
6075,9.0,5.0,4.0,0.0,2020/06/18
6077,6443.0,2943.0,3500.0,0.0,04/29/2016
6078,268.0,20.0,11.0,237.0,2017/08/02
6080,8100.0,534.0,736.0,6830.0,2021/06/09
6081,511.0,199.0,225.0,87.0,04/17/2017
6083,10.0,0.0,10.0,0.0,2018/10/24
6085,1.0,1.0,0.0,0.0,03/17/2017
6086,242.0,130.0,112.0,0.0,2019/11/22
6090,15.0,10.0,5.0,0.0,08/21/2013
6091,159.0,0.0,58.0,101.0,2021/06/02
6094,8572.0,4.0,8.0,8560.0,2018/04/12
6096,70.0,70.0,0.0,0.0,06/12/2017
6097,1392.0,799.0,593.0,0.0,2019/08/01
6099,40.0,9.0,0.0,31.0,2017/09/27
6100,121.0,57.0,26.0,38.0,2020/11/24
6101,324.0,134.0,190.0,0.0,2021/07/19
6102,14743.0,6697.0,8046.0,0.0,2020/06/18
6103,34.0,21.0,13.0,0.0,02/27/2017
6105,219.0,69.0,150.0,0.0,2020/12/01
6107,1856.0,0.0,1856.0,0.0,2020/06/18
6108,533.0,303.0,39.0,191.0,09/25/2015
6116,82.0,5.0,69.0,8.0,2019/05/13
6117,678.0,346.0,332.0,0.0,2018/03/20
6118,50.0,34.0,16.0,0.0,2021/08/25
6120,20.0,13.0,7.0,0.0,2017/08/31
6121,1463.0,0.0,1463.0,0.0,2018/06/21
6122,443.0,163.0,280.0,0.0,2021/02/12
6123,6443.0,2943.0,3500.0,0.0,04/29/2016
6127,1.0,1.0,0.0,0.0,02/18/2016
6128,42.0,7.0,5.0,30.0,12/18/2014
6129,13490.0,6105.0,7385.0,0.0,2020/06/18
6132,6443.0,2943.0,3500.0,0.0,04/29/2016
6136,1411.0,653.0,618.0,140.0,2021/07/15
6137,8.0,0.0,8.0,0.0,2017/09/06
6138,2.0,0.0,2.0,0.0,2020/04/27
6142,1063.0,463.0,600.0,0.0,08/03/2011
6145,461.0,257.0,203.0,1.0,12/01/2015
6146,153377.0,278.0,285.0,152814.0,05/24/2016
6148,800.0,0.0,800.0,0.0,06/01/2015
6149,18.0,10.0,8.0,0.0,03/29/2017
6150,3357.0,781.0,941.0,1635.0,2019/11/27
6151,112.0,0.0,112.0,0.0,12/18/2014
6152,16.0,13.0,3.0,0.0,2020/10/21
6153,1024.0,419.0,605.0,0.0,11/13/2015
6154,54.0,33.0,21.0,0.0,06/30/2014
6155,202.0,71.0,131.0,0.0,04/05/2017
6156,46.0,8.0,1.0,37.0,2017/10/04
6165,1602.0,843.0,758.0,1.0,2021/08/19
6171,146.0,103.0,43.0,0.0,2020/06/18
6172,6907.0,972.0,948.0,4987.0,2020/11/24
6173,381.0,165.0,216.0,0.0,Wed Jan 21 13:20:37 2009
6175,93.0,49.0,44.0,0.0,2018/05/21
6177,1076.0,545.0,531.0,0.0,2021/10/06
6179,4462.0,944.0,2266.0,1252.0,2020/06/29
6180,502.0,29.0,10.0,463.0,2020/04/29
6183,3.0,1.0,1.0,1.0,2018/06/07
6184,106.0,106.0,0.0,0.0,2021/04/28
6185,678.0,298.0,380.0,0.0,2020/07/17
6188,78.0,29.0,49.0,0.0,2019/03/18
6190,48.0,32.0,8.0,8.0,2020/12/16
6191,124.0,39.0,85.0,0.0,2020/11/24
6192,690.0,97.0,74.0,519.0,2018/10/02
6193,290.0,222.0,68.0,0.0,2021/06/28
6194,57.0,44.0,7.0,6.0,06/01/2015
6196,40.0,17.0,23.0,0.0,2020/09/18
6198,324.0,134.0,190.0,0.0,2021/07/19
6200,49.0,6.0,7.0,36.0,2018/07/18
6201,9.0,4.0,5.0,0.0,06/15/2017
6202,178.0,73.0,105.0,0.0,03/28/2016
6208,12.0,6.0,6.0,0.0,2019/03/28
6209,1024.0,419.0,605.0,0.0,11/13/2015
6210,2847.0,729.0,788.0,1330.0,09/14/2015
6211,6443.0,2943.0,3500.0,0.0,04/29/2016
6215,440.0,105.0,335.0,0.0,2021/05/17
6218,68.0,16.0,18.0,34.0,11/16/2015
6219,88.0,0.0,88.0,0.0,2018/02/08
6221,90.0,75.0,15.0,0.0,2021/07/15
6222,39.0,29.0,8.0,2.0,2020/01/21
6223,792.0,327.0,465.0,0.0,2021/07/02
6224,166.0,0.0,166.0,0.0,2019/12/12
6227,17.0,0.0,17.0,0.0,12/07/2015
6228,547.0,92.0,77.0,378.0,2019/09/19
6229,965.0,85.0,90.0,790.0,2018/03/09
6234,1247.0,424.0,764.0,59.0,2018/11/05
6235,9437.0,0.0,9232.0,205.0,2019/10/18
6237,6.0,5.0,1.0,0.0,2021/07/14
6239,6443.0,2943.0,3500.0,0.0,04/29/2016
6240,7.0,7.0,0.0,0.0,2019/03/25
6241,191.0,45.0,42.0,104.0,2017/10/11
6243,8.0,5.0,3.0,0.0,2020/06/18
6244,55.0,7.0,12.0,36.0,2019/10/08
6245,555.0,320.0,235.0,0.0,05/12/2015
6247,283.0,87.0,192.0,4.0,2020/03/19
6248,993.0,894.0,99.0,0.0,02/18/2016
6249,4.0,1.0,0.0,3.0,06/24/2016
6254,60.0,20.0,8.0,32.0,2019/12/03
6257,13530.0,6120.0,7410.0,0.0,2020/06/18
6258,471.0,471.0,0.0,0.0,11/13/2015
6259,556.0,285.0,261.0,10.0,04/25/2016
6261,13.0,6.0,7.0,0.0,2020/06/18
6262,5572.0,6.0,8.0,5558.0,2020/06/18
6266,13250.0,1339.0,855.0,11056.0,05/16/2017
6268,3.0,0.0,3.0,0.0,2020/06/18
6269,399.0,95.0,138.0,166.0,2020/04/29
6270,39.0,3.0,16.0,20.0,2021/05/18
6273,1602.0,843.0,758.0,1.0,2021/08/19
6275,39.0,6.0,8.0,25.0,2020/12/18
6278,44.0,11.0,4.0,29.0,2020/02/19
6282,117.0,64.0,53.0,0.0,2020/06/30
6286,667.0,352.0,315.0,0.0,06/19/2017
6287,1268.0,383.0,250.0,635.0,05/16/2017
6288,98.0,96.0,0.0,2.0,2019/05/07
6291,456.0,238.0,83.0,135.0,2018/06/07
6292,120.0,46.0,15.0,59.0,2020/04/14
6296,12006.0,6.0,6593.0,5407.0,2020/06/18
6298,9.0,4.0,5.0,0.0,06/15/2017
6299,1001.0,0.0,1001.0,0.0,04/04/2014
6300,8.0,5.0,3.0,0.0,11/08/2012
6302,4793.0,469.0,583.0,3741.0,2020/02/04
6304,14590.0,6608.0,7982.0,0.0,2020/06/18
6305,74.0,30.0,44.0,0.0,05/26/2016
6306,160.0,134.0,26.0,0.0,2021/09/24
6308,36.0,7.0,3.0,26.0,2021/02/08
6309,612.0,31.0,11.0,570.0,2017/09/05
6315,5418.0,2532.0,2823.0,63.0,2019/10/01
6317,7.0,5.0,2.0,0.0,05/02/2014
6318,266.0,41.0,41.0,184.0,2021/07/09
6320,98.0,5.0,8.0,85.0,2019/03/28
6323,34.0,14.0,20.0,0.0,2019/12/17
6324,41.0,30.0,11.0,0.0,2019/06/24
6325,70.0,70.0,0.0,0.0,06/12/2017
6326,1616.0,1090.0,526.0,0.0,05/30/2014
6327,8.0,8.0,0.0,0.0,2018/10/23
6328,6443.0,2943.0,3500.0,0.0,04/29/2016
6329,12077.0,6.0,6639.0,5432.0,2020/06/18
6333,34.0,0.0,34.0,0.0,2018/08/13
6334,464.0,92.0,372.0,0.0,2019/04/15
6336,38.0,15.0,23.0,0.0,2018/06/18
6338,17.0,8.0,9.0,0.0,2021/07/29
6345,5578.0,6.0,8.0,5564.0,2020/06/18
6349,2096.0,936.0,123.0,1037.0,2019/04/25
6351,268.0,178.0,90.0,0.0,2021/03/05
6354,34.0,8.0,9.0,17.0,2021/07/29
6356,51.0,3.0,8.0,40.0,11/04/2013
6358,7.0,4.0,3.0,0.0,11/16/2016
6359,887.0,887.0,0.0,0.0,2021/08/11
6362,1.0,1.0,0.0,0.0,06/24/2016
6363,776.0,238.0,538.0,0.0,2019/06/03
6365,49.0,4.0,8.0,37.0,2017/09/27
6367,15620.0,6472.0,9148.0,0.0,01/27/2017
6371,1885.0,878.0,906.0,101.0,12/02/2016
6372,2385.0,741.0,1643.0,1.0,2020/03/24
6374,7.0,2.0,5.0,0.0,11/29/2012
6376,680.0,680.0,0.0,0.0,2018/12/10
6377,6443.0,2943.0,3500.0,0.0,04/29/2016
6380,502.0,29.0,10.0,463.0,2020/04/29
6382,129.0,66.0,0.0,63.0,2020/01/30
6383,356.0,196.0,160.0,0.0,2019/02/01
6385,28.0,0.0,12.0,16.0,2017/12/12
6387,6.0,2.0,1.0,3.0,08/06/2013
6388,3140.0,878.0,797.0,1465.0,05/17/2016
6389,73.0,0.0,73.0,0.0,2020/04/27
6390,72.0,36.0,36.0,0.0,2021/03/24
6392,7093.0,4037.0,3056.0,0.0,2021/09/29
6394,6443.0,2943.0,3500.0,0.0,04/29/2016
6395,793.0,47.0,9.0,737.0,2018/10/29
6398,100.0,48.0,52.0,0.0,08/31/2015
6403,2226.0,546.0,651.0,1029.0,08/09/2016
6404,211.0,67.0,33.0,111.0,2018/04/20
6412,5870.0,852.0,670.0,4348.0,11/10/2015
6415,761.0,761.0,0.0,0.0,10/21/2015
6417,4.0,0.0,1.0,3.0,2019/03/28
6418,4.0,2.0,2.0,0.0,10/05/2015
6419,39.0,4.0,8.0,27.0,2017/09/27
6421,104.0,1.0,0.0,103.0,02/08/2017
6423,6443.0,2943.0,3500.0,0.0,04/29/2016
6424,5576.0,6.0,8.0,5562.0,2020/06/18
6427,64.0,20.0,17.0,27.0,2018/01/11
6430,16.0,12.0,4.0,0.0,2017/09/22
6431,722.0,0.0,722.0,0.0,02/01/2016
6435,87.0,50.0,37.0,0.0,2019/07/26
6437,377.0,39.0,0.0,338.0,2020/07/07
6438,579.0,5.0,3.0,571.0,2019/08/27
6441,1615.0,392.0,370.0,853.0,2020/07/17
6445,3385.0,991.0,658.0,1736.0,10/12/2010
6447,6.0,5.0,1.0,0.0,2020/05/26
6448,403.0,5.0,3.0,395.0,2021/06/16
6449,50.0,20.0,0.0,30.0,2019/09/11
6451,3861.0,695.0,487.0,2679.0,05/16/2017
6452,2.0,0.0,1.0,1.0,05/20/2015
6453,48.0,23.0,25.0,0.0,2019/03/27
6454,472.0,1.0,0.0,471.0,10/18/2016
6455,86.0,2.0,1.0,83.0,2019/09/18
6456,585.0,52.0,246.0,287.0,2020/10/16
6457,4015.0,215.0,301.0,3499.0,2018/06/01
6458,18.0,8.0,10.0,0.0,03/07/2016
6463,4.0,2.0,2.0,0.0,11/21/2016
6464,1474.0,0.0,1474.0,0.0,2020/06/18
6466,53.0,0.0,29.0,24.0,2019/04/04
6468,5538.0,828.0,865.0,3845.0,2018/07/23
6471,11.0,1.0,10.0,0.0,2017/08/25
6473,9.0,4.0,5.0,0.0,2020/06/18
6475,88.0,8.0,7.0,73.0,04/06/2016
6477,342425.0,1686.0,1052.0,339687.0,05/16/2017
6479,13527.0,6119.0,7408.0,0.0,2020/06/18
6480,98.0,0.0,56.0,42.0,2019/12/19
6481,29.0,16.0,13.0,0.0,04/25/2014
6483,1854.0,573.0,1281.0,0.0,2018/06/14
6487,8542.0,7438.0,851.0,253.0,07/10/2017
6492,8.0,6.0,2.0,0.0,11/07/2014
6496,13529.0,6120.0,7409.0,0.0,2020/06/18
6497,1222.0,661.0,561.0,0.0,05/02/2012
6499,15.0,5.0,10.0,0.0,2019/03/28
6500,80.0,23.0,57.0,0.0,2021/05/07
6504,1776.0,917.0,859.0,0.0,2019/11/15
6507,381.0,199.0,182.0,0.0,03/31/2015
6508,1126.0,1125.0,1.0,0.0,2020/06/18
6509,645.0,384.0,261.0,0.0,2020/03/09
6511,1838.0,559.0,1278.0,1.0,2020/03/24
6513,9.0,6.0,3.0,0.0,09/23/2014
6514,69.0,30.0,39.0,0.0,2020/09/04
6515,3558.0,722.0,1352.0,1484.0,2019/12/19
6526,5585.0,389.0,4157.0,1039.0,2020/11/02
6527,607.0,282.0,325.0,0.0,07/05/2017
6530,52.0,35.0,17.0,0.0,2019/09/27
6532,13529.0,6120.0,7409.0,0.0,2020/06/18
6533,43.0,7.0,3.0,33.0,01/05/2017
6535,366.0,120.0,246.0,0.0,2020/07/17
6536,16.0,8.0,8.0,0.0,2020/04/29
6537,6.0,3.0,3.0,0.0,2018/11/26
6541,1482.0,432.0,1050.0,0.0,2018/06/14
6543,10.0,2.0,0.0,8.0,2018/12/10
6545,5.0,2.0,3.0,0.0,2019/03/21
6546,6443.0,2943.0,3500.0,0.0,04/29/2016
6549,1800.0,588.0,671.0,541.0,2020/06/18
6551,7880.0,4901.0,2979.0,0.0,03/02/2016
6555,96.0,96.0,0.0,0.0,2019/05/07
6556,8943.0,4065.0,4866.0,12.0,2018/07/18
6557,6443.0,2943.0,3500.0,0.0,04/29/2016
6566,2535.0,859.0,1676.0,0.0,2019/05/03
6567,91.0,48.0,43.0,0.0,06/01/2017
6568,6443.0,2943.0,3500.0,0.0,04/29/2016
6574,3557.0,1584.0,1973.0,0.0,07/25/2014
6576,136.0,0.0,136.0,0.0,2020/07/17
6577,964.0,89.0,875.0,0.0,2019/01/10
6578,73.0,0.0,73.0,0.0,2020/04/27
6579,10.0,2.0,8.0,0.0,2018/12/31
6581,64.0,49.0,0.0,15.0,2018/10/22
6584,120.0,79.0,41.0,0.0,2021/06/23
6590,5.0,1.0,4.0,0.0,2019/01/30
6593,82.0,40.0,42.0,0.0,2018/11/30
6597,3.0,2.0,1.0,0.0,2018/10/30
6601,804.0,310.0,411.0,83.0,09/03/2009
6603,3.0,2.0,1.0,0.0,2020/06/02
6606,20.0,0.0,20.0,0.0,2018/10/24
6607,1190.0,123.0,96.0,971.0,2020/03/02
6608,2108.0,869.0,1239.0,0.0,2021/01/27
6609,69.0,31.0,8.0,30.0,2018/02/12
6610,3.0,2.0,1.0,0.0,2020/06/02
6612,1126.0,512.0,614.0,0.0,2020/06/18
6614,843.0,398.0,445.0,0.0,08/08/2011
6615,1411.0,653.0,618.0,140.0,2021/07/15
6622,89.0,43.0,46.0,0.0,2021/08/26
6626,965.0,85.0,90.0,790.0,2018/03/09
6627,65.0,18.0,47.0,0.0,2020/12/18
6629,6811.0,748.0,792.0,5271.0,09/03/2013
6630,100.0,37.0,63.0,0.0,11/24/2015
6632,15.0,6.0,3.0,6.0,08/30/2013
6634,5102.0,6.0,7.0,5089.0,2020/06/18
6640,89.0,57.0,32.0,0.0,2021/09/21
6642,128.0,39.0,25.0,64.0,06/09/2016
6647,600.0,325.0,75.0,200.0,2020/03/26
6648,33.0,18.0,15.0,0.0,07/25/2014
6651,128.0,84.0,44.0,0.0,2021/05/20
6653,11363.0,2986.0,3192.0,5185.0,2021/05/07
6654,37.0,25.0,12.0,0.0,2020/10/16
6655,34.0,21.0,12.0,1.0,2020/08/04
6657,5.0,5.0,0.0,0.0,2020/06/18
6660,14.0,0.0,14.0,0.0,08/29/2016
6662,53.0,24.0,29.0,0.0,2021/04/19
6667,65.0,47.0,18.0,0.0,2021/06/23
6668,62.0,38.0,9.0,15.0,2019/03/22
6669,937.0,560.0,377.0,0.0,04/01/2010
6671,10.0,6.0,2.0,2.0,2018/10/29
6673,708.0,328.0,380.0,0.0,10/16/2014
6674,9924.0,90.0,822.0,9012.0,2020/08/05
6677,6.0,3.0,3.0,0.0,2020/02/06
6678,3.0,1.0,2.0,0.0,12/10/2014
6679,6923.0,5547.0,1376.0,0.0,03/19/2015
6680,126.0,1.0,6.0,119.0,2019/03/08
6681,968.0,458.0,510.0,0.0,11/14/2016
6682,2130.0,171.0,136.0,1823.0,2019/04/10
6688,6136.0,2995.0,3119.0,22.0,2019/07/16
6692,12106.0,6.0,6661.0,5439.0,2020/06/18
6695,8943.0,4065.0,4866.0,12.0,2018/07/18
6697,6.0,1.0,4.0,1.0,06/26/2013
6699,722.0,88.0,380.0,254.0,04/18/2014
6700,16.0,0.0,16.0,0.0,2021/05/21
6704,199.0,91.0,108.0,0.0,2021/08/27
6705,7.0,4.0,3.0,0.0,2021/04/28
6706,1.0,1.0,0.0,0.0,2018/07/23
6709,12.0,6.0,6.0,0.0,2019/03/28
6715,2423.0,1046.0,1377.0,0.0,2018/07/23
6716,80.0,28.0,52.0,0.0,2019/03/18
