"","dbgap_study_id","male","female","total","date_study","repository"
"8315","phs001683.v2.pht008865.v2.p1",372,363,735,"2020/07/15","dbgap"
"8316","phs001436.v1.pht007250.v1.p1",819,863,1682,"2019/09/20","dbgap"
"8317","phs000620.v1.pht003896.v1.p1",2824,3273,6097,"03/03/2015","dbgap"
"8318","phs001311.v1.pht007925.v1.p1",32,26,58,"2018/05/15","dbgap"
"8320","phs000286.v6.pht001976.v2.p2",1291,2153,3444,"2019/03/11","dbgap"
"8321","phs002333.v1.pht010919.v1.p1",4,4,8,"2021/02/04","dbgap"
"8322","phs000455.v1.pht002575.v1.p1",7,3,10,"06/20/2012","dbgap"
"8323","phs001318.v1.pht008035.v1.p1",23,13,36,"2018/05/31","dbgap"
"8324","phs000007.v32.pht000144.v7.p13",1155,944,2099,"2020/12/21","dbgap"
"8325","phs001317.v1.pht008045.v1.p1",6,6,12,"2018/06/01","dbgap"
"8326","phs001897.v1.pht009543.v1.p1",20,18,38,"2019/12/03","dbgap"
"8327","phs000588.v1.pht009287.v1.p1",1,2,3,"2019/07/26","dbgap"
"8328","phs000257.v3.pht003092.v1.p1",32,37,69,"2018/09/19","dbgap"
"8329","phs000138.v2.pht000642.v2.p1",18,1510,1528,"06/01/2010","dbgap"
"8330","phs001090.v1.pht009051.v1.p1",2345,2538,4883,"2019/05/21","dbgap"
"8331","phs001030.v1.pht005091.v1.p1",187,201,388,"05/31/2017","dbgap"
"8332","phs000128.v3.pht000588.v2.p3",2943,3500,6443,"04/29/2016","dbgap"
"8333","phs000639.v1.pht004778.v1.p1",479,326,805,"11/02/2015","dbgap"
"8334","phs000504.v2.pht002821.v2.p2",55,37,92,"11/27/2013","dbgap"
"8335","phs001808.v1.pht008975.v1.p1",4,10,14,"2019/04/19","dbgap"
"8336","phs000571.v3.pht003187.v3.p2",35,26,61,"12/01/2015","dbgap"
"8337","phs001219.v1.pht007857.v1.p1",236,239,475,"2018/04/23","dbgap"
"8338","phs001834.v1.pht009421.v1.p1",12,18,30,"2020/01/10","dbgap"
"8339","phs001202.v1.pht005775.v1.p1",7431,2665,10096,"07/10/2017","dbgap"
"8340","phs001331.v2.pht006931.v2.p1",123,65,188,"2019/08/30","dbgap"
"8341","phs001359.v3.pht008688.v1.p1",509,560,1069,"2021/06/10","dbgap"
"8343","phs001734.v1.pht008826.v1.p1",363,244,607,"2019/03/25","dbgap"
"8344","phs000367.v1.pht003262.v1.p1",330,377,707,"08/09/2013","dbgap"
"8345","phs000007.v32.pht003098.v6.p13",1764,2007,3771,"2020/12/21","dbgap"
"8346","phs000209.v13.pht001984.v1.p3",435,467,902,"11/05/2014","dbgap"
"8347","phs001306.v1.pht006190.v1.p1",5394,6280,11674,"06/01/2017","dbgap"
"8348","phs000280.v7.pht006432.v1.p1",603,785,1388,"2020/06/18","dbgap"
"8350","phs000171.v1.pht000751.v1.p1",303,626,929,"12/11/2009","dbgap"
"8351","phs001406.v1.pht007744.v1.p1",450,821,1271,"2019/10/11","dbgap"
"8352","phs000280.v7.pht004113.v2.p1",6120,7409,13529,"2020/06/18","dbgap"
"8353","phs000007.v32.pht000304.v8.p13",1895,2163,4058,"2020/12/21","dbgap"
"8354","phs001767.v1.pht008660.v1.p1",143,55,198,"2019/01/29","dbgap"
"8355","phs001115.v1.pht005479.v1.p1",2,1,3,"05/19/2016","dbgap"
"8357","phs001378.v1.pht006689.v1.p1",4,2,6,"2019/05/02","dbgap"
"8359","phs000575.v2.pht005901.v2.p1",177,213,390,"2020/02/14","dbgap"
"8360","phs002333.v1.pht010920.v1.p1",4,4,8,"2021/02/04","dbgap"
"8361","phs000285.v3.pht001594.v2.p2",947,1065,2012,"08/20/2013","dbgap"
"8362","phs001539.v1.pht007524.v1.p1",44,57,101,"2018/02/27","dbgap"
"8363","phs002245.v1.pht010530.v1.p1",338,246,584,"2020/10/16","dbgap"
"8366","phs001493.v2.pht007298.v1.p1",44,24,68,"2020/01/10","dbgap"
"8367","phs000886.v1.pht004647.v1.p1",30,44,74,"05/26/2016","dbgap"
"8368","phs001876.v1.pht009390.v1.p1",611,405,1016,"2019/08/10","dbgap"
"8369","phs001156.v2.pht007048.v1.p1",137,159,296,"2017/10/20","dbgap"
"8370","phs000794.v1.pht004310.v1.p1",7,5,12,"12/18/2014","dbgap"
"8371","phs001810.v1.pht009065.v1.p1",837,724,1561,"2019/07/01","dbgap"
"8372","phs000007.v32.pht000084.v8.p13",1636,1839,3475,"2020/12/21","dbgap"
"8374","phs001194.v3.pht005823.v2.p2",439,329,768,"2020/07/24","dbgap"
"8375","phs000128.v3.pht000511.v2.p3",2943,3500,6443,"04/29/2016","dbgap"
"8376","phs000280.v7.pht004117.v2.p1",4883,6019,10902,"2020/06/18","dbgap"
"8377","phs000576.v1.pht006145.v1.p1",116,128,244,"05/24/2017","dbgap"
"8378","phs001802.v1.pht008958.v1.p1",3,2,5,"2019/04/09","dbgap"
"8379","phs001733.v1.pht008619.v1.p1",7,10,17,"2019/01/07","dbgap"
"8380","phs000961.v1.pht005331.v1.p1",1144,1173,2317,"03/07/2016","dbgap"
"8381","phs001332.v2.pht007446.v2.p1",158,188,346,"2019/11/08","dbgap"
"8382","phs000616.v2.pht003370.v2.p2",467,468,935,"07/15/2015","dbgap"
"8383","phs001906.v1.pht009659.v1.p1",7,9,16,"2019/12/11","dbgap"
"8385","phs000007.v32.pht002142.v7.p13",2111,2427,4538,"2020/12/21","dbgap"
"8386","phs000093.v2.pht000118.v2.p2",974,655,1629,"10/09/2009","dbgap"
"8387","phs000007.v32.pht010733.v1.p13",2110,2443,4553,"2020/12/21","dbgap"
"8388","phs000484.v1.pht002681.v1.p1",5,2,7,"06/01/2012","dbgap"
"8389","phs000222.v6.pht007351.v1.p2",470,866,1336,"2019/08/01","dbgap"
"8390","phs001590.v2.pht007892.v2.p1",9873,12975,22848,"2021/04/08","dbgap"
"8392","phs001488.v1.pht007434.v1.p1",260,293,553,"2018/02/08","dbgap"
"8393","phs001387.v3.pht008971.v2.p1",1151,1178,2329,"2021/06/10","dbgap"
"8394","phs000581.v1.pht003207.v1.p1",22,29,51,"06/04/2013","dbgap"
"8395","phs000903.v1.pht004869.v1.p1",1395,1693,3088,"10/14/2015","dbgap"
"8396","phs000171.v1.pht000777.v1.p1",329,669,998,"12/11/2009","dbgap"
"8397","phs000007.v32.pht000017.v3.p13",1014,1497,2511,"2020/12/21","dbgap"
"8398","phs000681.v2.pht003873.v1.p1",859,1676,2535,"2019/05/03","dbgap"
"8399","phs000219.v1.pht001069.v1.p1",133,223,356,"01/19/2010","dbgap"
"8400","phs001288.v1.pht006777.v1.p1",4,2,6,"2017/10/19","dbgap"
"8401","phs000558.v1.pht006231.v1.p1",91,84,175,"03/31/2017","dbgap"
"8402","phs000280.v7.pht004082.v2.p1",5349,6516,11865,"2020/06/18","dbgap"
"8403","phs002486.v1.pht011471.v1.p1",10,10,20,"2021/08/13","dbgap"
"8404","phs000007.v32.pht000012.v3.p13",1502,1971,3473,"2020/12/21","dbgap"
"8405","phs000285.v3.pht001809.v2.p2",880,993,1873,"08/20/2013","dbgap"
"8406","phs000455.v1.pht002578.v1.p1",7,3,10,"06/20/2012","dbgap"
"8407","phs001398.v1.pht007142.v1.p1",1734,256,1990,"2018/08/06","dbgap"
"8408","phs000007.v32.pht000020.v3.p13",684,1039,1723,"2020/12/21","dbgap"
"8409","phs000007.v32.pht005152.v3.p13",1469,1552,3021,"2020/12/21","dbgap"
"8410","phs001329.v2.pht007173.v2.p1",1,4,5,"2019/05/07","dbgap"
"8411","phs001470.v1.pht008166.v1.p1",8,1470,1478,"2018/06/21","dbgap"
"8412","phs001194.v3.pht005828.v2.p2",3680,2876,6556,"2020/07/24","dbgap"
"8413","phs001488.v1.pht007403.v1.p1",257,286,543,"2018/02/08","dbgap"
"8414","phs001837.v1.pht009312.v1.p1",78,46,124,"2019/08/26","dbgap"
"8415","phs002224.v1.pht010848.v1.p1",31,85,116,"2021/05/18","dbgap"
"8416","phs002405.v1.pht011236.v1.p1",7,9,16,"2021/08/13","dbgap"
"8417","phs000007.v32.pht002889.v5.p13",1761,2006,3767,"2020/12/21","dbgap"
"8418","phs000007.v32.pht000298.v8.p13",1888,2154,4042,"2020/12/21","dbgap"
"8419","phs001662.v2.pht010067.v1.p1",843,758,1601,"2021/08/19","dbgap"
"8420","phs001833.v1.pht009152.v1.p1",134,165,299,"2019/06/14","dbgap"
"8422","phs001932.v1.pht009656.v1.p1",722,678,1400,"2019/12/16","dbgap"
"8424","phs001194.v3.pht005821.v2.p2",57,47,104,"2020/07/24","dbgap"
"8425","phs002240.v1.pht010861.v1.p1",30,66,96,"2021/01/15","dbgap"
"8426","phs001488.v1.pht007417.v1.p1",260,292,552,"2018/02/08","dbgap"
"8429","phs000819.v1.pht004379.v1.p1",6,14,20,"2018/01/18","dbgap"
"8430","phs001488.v1.pht007406.v1.p1",260,293,553,"2018/02/08","dbgap"
"8432","phs000563.v1.pht003082.v1.p1",1,3,4,"10/24/2013","dbgap"
"8433","phs000583.v1.pht003295.v1.p1",828,721,1549,"03/21/2014","dbgap"
"8436","phs002486.v1.pht011469.v1.p1",10,10,20,"2021/08/13","dbgap"
"8437","phs000086.v3.pht000260.v1.p1",129,144,273,"11/04/2014","dbgap"
"8438","phs001869.v1.pht009394.v1.p1",526,475,1001,"2019/08/18","dbgap"
"8439","phs000344.v1.pht002169.v1.p1",301,595,896,"06/27/2011","dbgap"
"8440","phs001246.v1.pht006084.v1.p1",12,14,26,"01/23/2017","dbgap"
"8441","phs002212.v1.pht010986.v1.p1",16,2,18,"2021/02/22","dbgap"
"8443","phs001318.v1.pht008024.v1.p1",26,13,39,"2018/05/31","dbgap"
"8445","phs000924.v4.pht006320.v3.p1",178,207,385,"2019/10/07","dbgap"
"8446","phs000594.v1.pht006491.v1.p1",5,3,8,"06/12/2017","dbgap"
"8448","phs000422.v1.pht003226.v1.p1",67,124,191,"05/14/2013","dbgap"
"8449","phs000280.v7.pht004070.v2.p1",5445,6661,12106,"2020/06/18","dbgap"
"8450","phs002289.v1.pht010894.v1.p1",9,4,13,"2021/01/28","dbgap"
"8451","phs000007.v32.pht000308.v9.p13",1792,1752,3544,"2020/12/21","dbgap"
"8453","phs001403.v1.pht006842.v1.p1",7,14,21,"2017/09/12","dbgap"
"8454","phs000280.v7.pht004039.v3.p1",5391,6575,11966,"2020/06/18","dbgap"
"8455","phs000280.v7.pht006482.v1.p1",2352,3141,5493,"2020/06/18","dbgap"
"8456","phs001834.v1.pht009422.v1.p1",12,18,30,"2020/01/10","dbgap"
"8457","phs001993.v1.pht010085.v1.p1",17,22,39,"2020/09/04","dbgap"
"8458","phs001342.v1.pht008052.v1.p1",30,16,46,"2018/06/01","dbgap"
"8459","phs001845.v1.pht009408.v1.p1",5,3,8,"2019/08/27","dbgap"
"8460","phs001089.v4.pht005485.v4.p1",726,670,1396,"2021/09/23","dbgap"
"8462","phs001151.v1.pht005539.v1.p1",2,3,5,"06/21/2016","dbgap"
"8464","phs001655.v1.pht008256.v1.p1",35,47,82,"2018/08/06","dbgap"
"8466","phs001316.v1.pht008009.v1.p1",2,1,3,"2018/05/31","dbgap"
"8467","phs000220.v2.pht002385.v2.p2",11920,13760,25680,"2018/06/11","dbgap"
"8468","phs001595.v1.pht007995.v1.p1",36,14,50,"2018/05/22","dbgap"
"8469","phs000906.v1.pht007150.v1.p1",4648,4362,9010,"2017/12/04","dbgap"
"8471","phs001329.v2.pht007174.v2.p1",1,4,5,"2019/05/07","dbgap"
"8473","phs000007.v32.pht000106.v8.p13",1145,1386,2531,"2020/12/21","dbgap"
"8474","phs000738.v1.pht003833.v1.p1",117,99,216,"05/07/2014","dbgap"
"8475","phs001238.v2.pht006045.v1.p1",432,1050,1482,"2018/06/14","dbgap"
"8478","phs000495.v1.pht002866.v1.p1",599,425,1024,"08/22/2012","dbgap"
"8480","phs000594.v1.pht006490.v1.p1",6,3,9,"06/12/2017","dbgap"
"8483","phs001793.v1.pht008902.v1.p1",21,12,33,"2020/08/04","dbgap"
"8484","phs001459.v1.pht007310.v1.p1",7,29,36,"2020/09/28","dbgap"
"8485","phs001794.v1.pht008905.v1.p1",6,6,12,"2019/03/28","dbgap"
"8486","phs001049.v1.pht005228.v1.p1",17,13,30,"2018/08/18","dbgap"
"8487","phs002392.v1.pht011256.v1.p1",18,23,41,"2021/07/13","dbgap"
"8488","phs000590.v1.pht008268.v1.p1",32,36,68,"2018/08/03","dbgap"
"8489","phs000666.v1.pht003574.v1.p1",10,17,27,"01/13/2014","dbgap"
"8490","phs002341.v1.pht011058.v1.p1",36,36,72,"2021/03/24","dbgap"
"8491","phs001732.v2.pht010139.v1.p1",43,46,89,"2021/08/26","dbgap"
"8492","phs002176.v2.pht010949.v2.p1",18,20,38,"2021/05/10","dbgap"
"8494","phs001719.v1.pht008920.v1.p1",49,53,102,"2019/05/07","dbgap"
"8496","phs000630.v1.pht003381.v1.p1",466,480,946,"04/29/2014","dbgap"
"8499","phs000409.v1.pht002735.v1.p1",64,29,93,"05/23/2012","dbgap"
"8500","phs000285.v3.pht001858.v2.p2",876,990,1866,"08/20/2013","dbgap"
"8503","phs000809.v1.pht004348.v1.p1",6,2,8,"11/07/2014","dbgap"
"8504","phs000592.v1.pht006580.v1.p1",156,131,287,"07/12/2017","dbgap"
"8505","phs000814.v1.pht004584.v1.p1",3187,405,3592,"01/07/2016","dbgap"
"8506","phs000007.v32.pht005165.v4.p13",1297,1522,2819,"2020/12/21","dbgap"
"8507","phs001480.v1.pht010831.v1.p1",80,194,274,"2021/01/13","dbgap"
"8508","phs001913.v1.pht009515.v1.p1",79,198,277,"2019/12/10","dbgap"
"8509","phs001358.v1.pht006337.v1.p1",1092,1230,2322,"05/02/2017","dbgap"
"8511","phs000304.v3.pht001905.v1.p1",945,1245,2190,"2018/05/03","dbgap"
"8512","phs000285.v3.pht001610.v2.p2",16,15,31,"08/20/2013","dbgap"
"8513","phs000086.v3.pht000736.v2.p1",740,661,1401,"11/04/2014","dbgap"
"8514","phs000280.v7.pht004119.v2.p1",4883,6019,10902,"2020/06/18","dbgap"
"8515","phs000491.v1.pht002697.v1.p1",2,1,3,"04/24/2012","dbgap"
"8516","phs001388.v2.pht006880.v1.p1",1230,2066,3296,"2021/03/05","dbgap"
"8517","phs000577.v1.pht007267.v1.p1",3,4,7,"2017/12/20","dbgap"
"8519","phs000001.v3.pht000373.v2.p1",2098,2659,4757,"02/24/2012","dbgap"
"8520","phs001438.v1.pht006820.v1.p1",1,2,3,"2017/12/19","dbgap"
"8521","phs000742.v1.pht008106.v1.p1",3862,4008,7870,"2018/07/23","dbgap"
"8522","phs000750.v1.pht003937.v1.p1",112,138,250,"09/03/2014","dbgap"
"8523","phs000286.v6.pht008748.v1.p2",426,834,1260,"2019/03/11","dbgap"
"8525","phs001252.v1.pht006395.v1.p1",1678,1052,2730,"05/16/2017","dbgap"
"8526","phs001319.v1.pht006211.v1.p1",4456,3110,7566,"03/29/2017","dbgap"
"8527","phs002368.v1.pht011044.v1.p1",1,1,2,"2021/03/11","dbgap"
"8528","phs000537.v1.pht003026.v1.p1",2,2,4,"10/24/2012","dbgap"
"8529","phs000649.v2.pht003758.v2.p2",517,523,1040,"2021/01/08","dbgap"
"8530","phs000888.v1.pht004679.v1.p1",12354,16239,28593,"08/12/2016","dbgap"
"8531","phs000128.v3.pht000590.v2.p3",2943,3500,6443,"04/29/2016","dbgap"
"8533","phs000007.v32.pht002234.v6.p13",560,493,1053,"2020/12/21","dbgap"
"8534","phs001073.v2.pht005952.v2.p1",18,47,65,"2020/12/18","dbgap"
"8535","phs000458.v1.pht003591.v1.p1",59,63,122,"11/26/2013","dbgap"
"8537","phs001011.v2.pht005532.v1.p1",935,633,1568,"2020/07/21","dbgap"
"8539","phs001889.v1.pht009741.v1.p1",10,7,17,"2019/12/26","dbgap"
"8540","phs002433.v1.pht011260.v1.p1",22,16,38,"2021/05/27","dbgap"
"8543","phs000284.v2.pht001903.v1.p1",292,369,661,"2018/09/26","dbgap"
"8545","phs000784.v3.pht004284.v1.p1",917,859,1776,"2019/11/15","dbgap"
"8546","phs000219.v1.pht001060.v1.p1",305,558,863,"01/19/2010","dbgap"
"8547","phs000280.v7.pht004201.v2.p1",6608,7982,14590,"2020/06/18","dbgap"
"8548","phs000955.v1.pht005450.v1.p1",1744,2385,4129,"06/09/2016","dbgap"
"8550","phs000347.v1.pht003125.v1.p1",19,10,29,"07/09/2013","dbgap"
"8552","phs001266.v2.pht007223.v1.p1",752,579,1331,"2020/03/09","dbgap"
"8553","phs001207.v3.pht005790.v3.p1",718,1201,1919,"2021/07/09","dbgap"
"8555","phs000408.v1.pht002440.v1.p1",174,788,962,"11/15/2011","dbgap"
"8556","phs000209.v13.pht001217.v5.p3",3060,3369,6429,"11/05/2014","dbgap"
"8558","phs001311.v1.pht007931.v1.p1",35,26,61,"2018/05/15","dbgap"
"8559","phs000575.v2.pht005884.v2.p1",136,156,292,"2020/02/14","dbgap"
"8560","phs000587.v1.pht003519.v1.p1",16,13,29,"04/25/2014","dbgap"
"8561","phs000584.v1.pht010795.v1.p1",1226,1409,2635,"2021/01/27","dbgap"
"8562","phs001260.v1.pht006054.v1.p1",24,19,43,"01/05/2017","dbgap"
"8563","phs000729.v1.pht003773.v1.p1",4,5,9,"04/08/2014","dbgap"
"8564","phs001545.v2.pht009965.v1.p1",315,152,467,"2021/07/13","dbgap"
"8565","phs000699.v1.pht004383.v1.p1",29,29,58,"12/12/2014","dbgap"
"8566","phs000832.v1.pht004425.v1.p1",199,182,381,"03/31/2015","dbgap"
"8567","phs001332.v2.pht007462.v2.p1",3,1,4,"2019/11/08","dbgap"
"8568","phs001359.v3.pht008690.v1.p1",505,558,1063,"2021/06/10","dbgap"
"8570","phs001551.v1.pht008348.v1.p1",49,52,101,"2018/09/07","dbgap"
"8572","phs000988.v5.pht005245.v5.p1",2293,2076,4369,"2021/09/28","dbgap"
"8573","phs001597.v1.pht008125.v1.p1",38,24,62,"2019/03/22","dbgap"
"8574","phs000894.v1.pht004661.v1.p1",320,235,555,"05/12/2015","dbgap"
"8575","phs001434.v2.pht009858.v1.p1",47,18,65,"2021/06/23","dbgap"
"8577","phs000367.v1.pht003260.v1.p1",722,788,1510,"12/03/2013","dbgap"
"8578","phs000167.v1.pht000719.v1.p1",1820,1209,3029,"04/22/2009","dbgap"
"8579","phs001623.v2.pht008362.v2.p1",30,11,41,"2019/10/31","dbgap"
"8580","phs000266.v4.pht002360.v3.p1",71,43,114,"09/09/2013","dbgap"
"8581","phs000963.v1.pht004858.v1.p1",3771,2119,5890,"05/11/2016","dbgap"
"8582","phs000712.v1.pht003713.v1.p1",303,220,523,"09/25/2015","dbgap"
"8583","phs001501.v1.pht007227.v1.p1",726,391,1117,"2020/08/24","dbgap"
"8584","phs001213.v2.pht005839.v1.p1",1121,590,1711,"2020/02/27","dbgap"
"8585","phs000048.v1.pht000071.v1.p1",485,401,886,"Tue Feb 26 18:05:10 2008","dbgap"
"8587","phs000196.v3.pht000875.v2.p1",2131,1880,4011,"03/24/2015","dbgap"
"8588","phs001193.v1.pht005975.v1.p1",901,696,1597,"12/06/2016","dbgap"
"8589","phs001198.v1.pht007866.v1.p1",49,44,93,"2018/05/21","dbgap"
"8590","phs000291.v2.pht002271.v1.p1",214,123,337,"05/11/2012","dbgap"
"8591","phs000351.v1.pht002204.v1.p1",3506,1229,4735,"05/13/2011","dbgap"
"8592","phs000285.v3.pht001590.v2.p2",947,1065,2012,"08/20/2013","dbgap"
"8595","phs000286.v6.pht008721.v1.p2",1239,2107,3346,"2019/03/11","dbgap"
"8596","phs000400.v1.pht002536.v1.p1",5,20,25,"02/21/2012","dbgap"
"8597","phs000617.v1.pht005475.v1.p1",162,128,290,"05/19/2016","dbgap"
"8598","phs001441.v1.pht007115.v1.p1",271,294,565,"2017/11/06","dbgap"
"8599","phs002428.v1.pht011266.v1.p1",72,137,209,"2021/06/02","dbgap"
"8600","phs000007.v32.pht000607.v5.p13",825,928,1753,"2020/12/21","dbgap"
"8602","phs000543.v1.pht002939.v1.p1",7,8,15,"10/31/2014","dbgap"
"8603","phs000576.v1.pht006147.v1.p1",75,81,156,"05/24/2017","dbgap"
"8604","phs001278.v1.pht006265.v1.p1",68,94,162,"06/16/2017","dbgap"
"8605","phs001595.v1.pht007993.v1.p1",36,14,50,"2018/05/22","dbgap"
"8606","phs000171.v1.pht000767.v1.p1",635,1284,1919,"12/11/2009","dbgap"
"8607","phs000587.v1.pht003517.v1.p1",16,13,29,"04/25/2014","dbgap"
"8608","phs001252.v1.pht006373.v1.p1",1683,1050,2733,"05/16/2017","dbgap"
"8610","phs001682.v2.pht009765.v1.p1",214,210,424,"2021/08/06","dbgap"
"8611","phs000479.v1.pht002665.v1.p1",2,1,3,"08/15/2012","dbgap"
"8612","phs002015.v1.pht010397.v1.p1",1816,2387,4203,"2020/09/18","dbgap"
"8614","phs002290.v1.pht010821.v1.p1",82,36,118,"2020/12/30","dbgap"
"8615","phs000794.v1.pht004308.v1.p1",7,5,12,"12/18/2014","dbgap"
"8616","phs000656.v1.pht003483.v1.p1",15,13,28,"08/26/2013","dbgap"
"8617","phs000888.v1.pht005587.v1.p1",9169,13130,22299,"08/12/2016","dbgap"
"8618","phs000170.v2.pht000738.v2.p1",5222,5834,11056,"02/27/2015","dbgap"
"8619","phs000007.v32.pht000293.v7.p13",1314,1657,2971,"2020/12/21","dbgap"
"8620","phs000266.v4.pht001265.v4.p1",71,43,114,"09/09/2013","dbgap"
"8621","phs001750.v1.pht008588.v1.p1",21,18,39,"2018/12/11","dbgap"
"8623","phs001311.v1.pht007930.v1.p1",32,25,57,"2018/05/15","dbgap"
"8624","phs001206.v1.pht007343.v1.p1",6,6,12,"2018/02/27","dbgap"
"8625","phs000285.v3.pht001607.v2.p2",48,83,131,"08/20/2013","dbgap"
"8626","phs000761.v1.pht004498.v1.p1",1428,2018,3446,"03/26/2015","dbgap"
"8627","phs000360.v3.pht003252.v2.p1",8474,10189,18663,"08/05/2016","dbgap"
"8628","phs000440.v1.pht002491.v1.p1",693,660,1353,"03/15/2012","dbgap"
"8629","phs000007.v32.pht009755.v1.p13",1172,1516,2688,"2020/12/21","dbgap"
"8630","phs001395.v2.pht006625.v1.p1",3380,4713,8093,"2021/06/09","dbgap"
"8632","phs001327.v2.pht011195.v1.p1",9914,8137,18051,"2021/05/07","dbgap"
"8633","phs001418.v1.pht007236.v1.p1",13,20,33,"2018/11/15","dbgap"
"8634","phs000286.v6.pht008765.v1.p2",938,1570,2508,"2019/03/11","dbgap"
"8635","phs000982.v1.pht004982.v1.p1",1358,1489,2847,"09/14/2015","dbgap"
"8636","phs000904.v1.pht004687.v1.p1",6,8,14,"2018/01/30","dbgap"
"8637","phs000284.v2.pht001900.v2.p1",1828,1679,3507,"2018/09/26","dbgap"
"8639","phs001490.v1.pht008135.v1.p1",1065,1522,2587,"2018/06/13","dbgap"
"8640","phs000007.v32.pht001892.v5.p13",244,267,511,"2020/12/21","dbgap"
"8642","phs000387.v1.pht002445.v1.p1",716,194,910,"12/19/2011","dbgap"
"8644","phs000285.v3.pht001811.v2.p2",880,993,1873,"08/20/2013","dbgap"
"8645","phs001787.v1.pht009044.v1.p1",23,28,51,"2020/06/18","dbgap"
"8646","phs000007.v32.pht000021.v3.p13",559,881,1440,"2020/12/21","dbgap"
"8648","phs001279.v1.pht007209.v1.p1",15,23,38,"2017/12/08","dbgap"
"8649","phs000007.v32.pht009757.v2.p13",3236,3809,7045,"2020/12/21","dbgap"
"8650","phs000496.v1.pht003166.v1.p1",1488,2492,3980,"03/28/2014","dbgap"
"8651","phs002020.v1.pht010227.v1.p1",544,458,1002,"2020/05/26","dbgap"
"8653","phs000285.v3.pht001686.v2.p2",50,50,100,"08/20/2013","dbgap"
"8654","phs001925.v1.pht010569.v1.p1",2,4,6,"2020/10/27","dbgap"
"8655","phs000166.v2.pht000702.v2.p1",522,312,834,"09/03/2009","dbgap"
"8657","phs001216.v1.pht005788.v1.p1",241,206,447,"09/29/2016","dbgap"
"8658","phs000102.v1.pht000283.v1.p1",119,100,219,"Mon Jun 16 14:32:00 2008","dbgap"
"8659","phs000185.v7.pht003281.v3.p1",8,8,16,"2020/04/29","dbgap"
"8661","phs000958.v1.pht004957.v1.p1",48,52,100,"08/31/2015","dbgap"
"8662","phs001651.v1.pht008233.v1.p1",36,15,51,"2018/07/18","dbgap"
"8664","phs001812.v1.pht009105.v1.p1",64,51,115,"2021/02/22","dbgap"
"8665","phs000007.v32.pht000041.v8.p13",2424,2578,5002,"2020/12/21","dbgap"
"8666","phs001505.v1.pht007320.v1.p1",268,140,408,"2018/09/06","dbgap"
"8667","phs001330.v2.pht007527.v2.p1",25,15,40,"2019/11/08","dbgap"
"8668","phs001257.v2.pht005997.v1.p1",10,6,16,"03/24/2017","dbgap"
"8669","phs001316.v1.pht008012.v1.p1",2,1,3,"2018/05/31","dbgap"
"8670","phs001807.v1.pht008979.v1.p1",8,3,11,"2019/06/11","dbgap"
"8671","phs001372.v1.pht006535.v1.p1",3,2,5,"2017/10/10","dbgap"
"8672","phs000885.v1.pht004605.v1.p1",42,8,50,"03/19/2015","dbgap"
"8673","phs001110.v3.pht006515.v2.p1",306,288,594,"2020/09/08","dbgap"
"8674","phs000343.v3.pht003153.v1.p1",1379,785,2164,"03/12/2013","dbgap"
"8676","phs000007.v32.pht010737.v1.p13",91,75,166,"2020/12/21","dbgap"
"8677","phs001281.v2.pht006131.v2.p1",15,25,40,"2019/02/21","dbgap"
"8678","phs001511.v1.pht007295.v1.p1",212,338,550,"2019/10/17","dbgap"
"8679","phs001493.v2.pht007297.v2.p1",44,24,68,"2020/01/10","dbgap"
"8681","phs001794.v1.pht008903.v1.p1",6,6,12,"2019/03/28","dbgap"
"8682","phs001488.v1.pht007428.v1.p1",260,293,553,"2018/02/08","dbgap"
"8684","phs000100.v3.pht001125.v1.p1",944,762,1706,"04/11/2011","dbgap"
"8685","phs000742.v1.pht008109.v1.p1",2559,2979,5538,"2018/07/23","dbgap"
"8686","phs001571.v1.pht009507.v1.p1",964,1270,2234,"2020/08/06","dbgap"
"8687","phs000775.v1.pht003943.v1.p1",497,362,859,"07/18/2014","dbgap"
"8688","phs000820.v1.pht004332.v1.p1",410,133,543,"11/13/2015","dbgap"
"8689","phs001848.v1.pht009207.v1.p1",1,2,3,"2019/06/24","dbgap"
"8690","phs000713.v1.pht004273.v1.p1",328,380,708,"10/16/2014","dbgap"
"8692","phs001419.v1.pht007089.v1.p1",1,2,3,"2017/12/04","dbgap"
"8696","phs000908.v1.pht004707.v1.p1",96,104,200,"01/19/2016","dbgap"
"8697","phs000949.v1.pht005222.v1.p1",1352,1875,3227,"02/08/2016","dbgap"
"8698","phs000511.v1.pht002816.v1.p1",37,11,48,"07/09/2012","dbgap"
"8699","phs000792.v1.pht004249.v1.p1",15,3,18,"09/18/2014","dbgap"
"8700","phs000285.v3.pht001760.v2.p2",867,972,1839,"08/20/2013","dbgap"
"8702","phs001194.v3.pht005827.v2.p2",3676,2871,6547,"2020/07/24","dbgap"
"8703","phs000333.v1.pht002311.v1.p1",1084,1635,2719,"10/06/2011","dbgap"
"8704","phs001504.v2.pht007911.v1.p1",489,487,976,"2021/03/05","dbgap"
"8706","phs002105.v1.pht010707.v1.p1",69,150,219,"2020/12/01","dbgap"
"8709","phs000017.v3.pht000383.v1.p1",277,409,686,"Wed Nov 26 07:49:58 2008","dbgap"
"8710","phs001430.v2.pht008066.v2.p1",13,9,22,"2020/02/06","dbgap"
"8711","phs000521.v2.pht007046.v2.p1",65,53,118,"2020/03/13","dbgap"
